,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
74439,535201,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,43291.0
74442,118285,,22958.0,Dm9_L,L,Primary Anchor,optic,Dm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm9,left,24206.0
74443,126678,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,26046.0
74449,123755,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,25418.0
74452,81971,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,15980.0
74453,90379,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,17838.0
74456,71170,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,13570.0
74461,517046,LC17,13253.0,LC17_L,L,Prelim Roughly traced,visual_projection,LC17,takemuras,,VPNv1,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,False,LC17,left,38309.0
74467,531897,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,42111.0
74471,90659,LC26,15834.0,LC26_L,L,Prelim Roughly traced,visual_projection,LC26,takemuras,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,False,LC26,left,17894.0
74472,183323,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,34044.0
74478,543210,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,45201.0
74482,46701,MTe51,16797.0,MeVP1_L,L,Prelim Roughly traced,visual_projection,MeVP1,,,,ME_VPN1,,,,,,,,,,,,MC62,,,,,,,,,,,,,,,False,MeVP1,left,8042.0
74484,518817,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,39033.0
74492,20577,TmY15,12277.0,TmY15_L,L,Primary Anchor,optic,TmY15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY15,left,1932.0
74493,130254,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,26810.0
74494,70167,CB3840,11838.0,Li17_L,L,Primary Anchor,optic,Li17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li17,left,13364.0
74496,94716,TmY9,17030.0,TmY9b_L,L,Primary Anchor,optic,TmY9b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9b,left,18776.0
74501,74001,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,14221.0
74503,123846,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,25434.0
74504,529084,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,41125.0
74508,73427,CB3819,15056.0,Li14_L,L,Primary Anchor,optic,Li14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li14,left,14085.0
74519,527190,CB3857,11983.0,LPi34_L,L,Primary Anchor,optic,LPi34,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi34,left,40944.0
74523,160376,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,31800.0
74530,26297,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,3274.0
74531,515682,MTe01a,14297.0,MeVP6_L,L,Prelim Roughly traced,visual_projection,MeVP6,,,,ME_VPN2,,,,,,,,,,,,MC66,,,,,,,,,,,,,,,False,MeVP6,left,37794.0
74539,533610,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,42712.0
74540,544952,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,45780.0
74545,31314,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,4456.0
74548,55270,CB3849,39038.0,Dm16_L,L,Prelim Roughly traced,optic,Dm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm16,left,9981.0
74550,46585,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,8017.0
74555,20524,Li16,11394.0,Li16_L,L,Primary Anchor,optic,Li16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li16,left,1916.0
74557,530907,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,41766.0
74568,85402,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,16749.0
74569,127884,Tm9,16250.0,Tm9_L,L,Primary Anchor,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,26296.0
74582,31429,LC4,12032.0,LC4_L,L,Prelim Roughly traced,visual_projection,LC4,takemuras,,,,,,,,,,,,,,,LC4,,,,,,,,,,,,,,,False,LC4,left,4476.0
74583,31807,MeTu4,31807.0,MeTu4e_L,L,Prelim Roughly traced,visual_projection,MeTu4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeTu4e,left,4567.0
74593,63357,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,11812.0
74594,120547,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,24723.0
74598,532738,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,42429.0
74599,15262,Pm1a,14892.0,Pm9_L,L,Prelim Roughly traced,optic,Pm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm9,left,783.0
74601,184457,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,34147.0
74602,32727,,,Cm9_L,L,Primary Anchor,optic_tbc,Cm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm9,left,4785.0
74608,84795,CB3855,21749.0,Cm14_L,L,Prelim Roughly traced,optic,Cm14,takemuras,,,Mti22,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm14,left,16610.0
74611,542993,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,45123.0
74612,67867,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,12855.0
74613,75863,,28786.0,Cm9_L,L,Primary Anchor,optic,Cm9,takemuras,,,Mi23,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm9,left,14628.0
74614,191062,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,34705.0
74616,28091,MTe03,15621.0,MeVP10_L,L,Prelim Roughly traced,visual_projection,MeVP10,,,,ME_VPN7,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeVP10,left,3711.0
74619,52952,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,9427.0
74635,79292,Tm5c,18223.0,Tm5c_L,L,Primary Anchor,optic,Tm5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5c,left,15385.0
74636,159600,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,31703.0
74642,72057,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,13781.0
74646,81285,TmY9,15767.0,TmY9a_L,L,Primary Anchor,optic,TmY9a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9a,left,15834.0
74653,93300,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,18459.0
74654,99397,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,19872.0
74659,43220,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,7183.0
74666,96223,LC12,19447.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,19133.0
74667,195565,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,35082.0
74669,518308,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,38819.0
74683,534426,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,43036.0
74686,167010,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,32585.0
74688,518496,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,38892.0
74690,517731,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,38565.0
74694,161405,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,31937.0
74697,129975,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,26748.0
74702,179545,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,33746.0
74704,513183,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,37011.0
74711,179589,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,33751.0
74713,208039,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,35913.0
74727,62823,Dm21,40931.0,Cm5_L,L,Primary Anchor,optic,Cm5,takemuras,,,Mi21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm5,left,11686.0
74729,42220,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,6939.0
74730,52215,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,9254.0
74733,148491,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,30161.0
74748,71670,LC18,15260.0,LC18_L,L,Prelim Roughly traced,visual_projection,LC18,takemuras,,VPNp2,,,,,,,,,,,,,LC18,,,,,,,,,,,,,,,False,LC18,left,13697.0
74753,563555,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,48075.0
74774,144077,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,29443.0
74777,147126,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,29941.0
74778,57509,MeTu1,12291.0,MeTu1_L,L,Prelim Roughly traced,visual_projection,MeTu1,takemuras,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu1,left,10507.0
74781,46167,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,7916.0
74783,87144,CB3851,16555.0,Tm5b_L,L,Primary Anchor,optic,Tm5b,takemuras,,,Tm5b-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5b,left,17138.0
74784,112597,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,22875.0
74791,517958,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,38657.0
74793,158695,,13469.0,Tm29_L,L,Prelim Roughly traced,optic,Tm29,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm29,left,31577.0
74800,40416,,21604.0,LPi2c_L,L,Primary Anchor,optic,LPi2c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi2c,left,6489.0
74804,184462,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,34148.0
74809,185823,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,34271.0
74810,514198,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,37302.0
74811,516364,LC10c,17693.0,LC10c-1_L,L,Prelim Roughly traced,visual_projection,LC10c-1,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10c-1,left,38019.0
74814,533613,MeTu3,16306.0,MeTu3b_L,L,Prelim Roughly traced,visual_projection,MeTu3b,yangt,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu3b,left,42715.0
74818,89681,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,17674.0
74819,138358,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,28380.0
74823,551232,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,47344.0
74832,180663,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,33835.0
74834,192081,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,34798.0
74840,14428,HBeyelet,14428.0,HBeyelet_L,L,Roughly traced,optic,HBeyelet,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,HBeyelet,left,617.0
74841,94420,Dm8,17897.0,Dm8b_L,L,Primary Anchor,optic,Dm8b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8b,left,18728.0
74844,97312,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,19399.0
74845,99887,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,19991.0
74846,102148,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,20505.0
74848,108727,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,21994.0
74850,180541,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,33823.0
74853,203505,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,35650.0
74861,18576,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,1476.0
74865,512600,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,36895.0
74867,65668,Dm21,21718.0,Cm3_L,L,Primary Anchor,optic,Cm3,takemuras,,,Mi22,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm3,left,12375.0
74871,86739,T1,12970.0,T1_L,L,Primary Anchor,optic,T1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,17051.0
74873,190385,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,34637.0
74874,43397,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,7226.0
74875,185036,,77117.0,LoVP9_L,L,Prelim Roughly traced,visual_projection,LoVP9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LoVP9,left,34209.0
74883,43263,LC12,11692.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,7194.0
74887,53774,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,9617.0
74893,516534,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,38101.0
74896,16768,LPLC1,12052.0,LPLC1_L,L,Prelim Roughly traced,visual_projection,LPLC1,takemuras,,VPNd1,,,,,,,,,,,,,LPLC1,,,,,,,,,,,,,,,False,LPLC1,left,1066.0
74898,39259,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,6231.0
74906,57954,Dm12,14116.0,Dm12_L,L,Prelim Roughly traced,optic,Dm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm12,left,10624.0
74907,63831,,43067.0,Cm22_L,L,Prelim Roughly traced,optic,Cm22,takemuras,,,Mti25,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm22,left,11944.0
74911,54467,LC16,20297.0,LC16_L,L,Prelim Roughly traced,visual_projection,LC16,takemuras,,VPNv2,,,,,,,,,,,,,LC16,,,,,,,,,,,,,,,False,LC16,left,9776.0
74913,83646,MeTu3,26713.0,MeTu3c_L,L,Prelim Roughly traced,visual_projection,MeTu3c,takemuras,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu3c,left,16369.0
74917,537827,L2,10350.0,L2_L,L,Prelim Roughly traced,optic,L2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L2,left,44011.0
74920,201867,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,35545.0
74922,516902,LC17,13253.0,LC17_L,L,Prelim Roughly traced,visual_projection,LC17,takemuras,,VPNv1,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,False,LC17,left,38256.0
74923,544034,Mi10,19137.0,Mi10_L,L,Prelim Roughly traced,optic,Mi10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi10,left,45485.0
74925,116806,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,23864.0
74929,86863,,49484.0,Li22_L,L,Primary Anchor,optic,Li22,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li22,left,17081.0
74941,22286,LC11,11747.0,LC11_L,L,Prelim Roughly traced,visual_projection,LC11,takemuras,,VPNp3,,,,,,,,,,,,,LC11,,,,,,,,,,,,,,,False,LC11,left,2324.0
74945,77741,MeTu4,33609.0,MeTu4f_L,L,Primary Anchor,visual_projection,MeTu4f,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeTu4f,left,15057.0
74947,53558,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,9563.0
74950,513883,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,37182.0
74951,66369,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,12539.0
74952,135398,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,27861.0
74953,525081,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,40334.0
74954,550273,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,47022.0
74960,95682,TmY20,14515.0,TmY20_L,L,Prelim Roughly traced,optic,TmY20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY20,left,19010.0
74969,109286,,14824.0,TmY10_L,L,Primary Anchor,optic,TmY10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY10,left,22141.0
74970,545072,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,45824.0
74971,553457,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,47651.0
74975,20646,"LC33a,LC33b",12712.0,LC33_L,L,Prelim Roughly traced,visual_projection,LC33,,,SLPa&l1_lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC33,left,1946.0
74987,47736,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,8266.0
74988,128609,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,26441.0
74990,92641,T1,12970.0,T1_L,L,Prelim Roughly traced,optic,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,18309.0
74998,172997,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,33185.0
75002,95109,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,18871.0
75009,52039,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,9213.0
75010,531442,,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,41984.0
75012,89279,,12970.0,T1_L,L,Primary Anchor,optic,T1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,17584.0
75023,39202,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,6214.0
75024,44753,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,7584.0
75027,36027,CB3819,15056.0,Li14_L,L,Primary Anchor,optic,Li14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li14,left,5527.0
75033,114014,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,23227.0
75037,56246,L3,10694.0,L3_L,L,Primary Anchor,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,10199.0
75039,47915,Lawf1,12117.0,Lawf1_L,L,Prelim Roughly traced,optic,Lawf1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Lawf1,left,8307.0
75051,150773,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,30511.0
