leftid,rightid,celltype,annotated_name,left_name,right_name,cluster
17728730,17629213,other,no official annotation,lasso-top 2 left,lasso-top 2 right,70
17728723,13084891,other,no official annotation,lasso-top left,lasso-top right,70
10018161,17379360,DN-SEZ,no official annotation,PVM21-like 1 left,PVM21-like 1 right; CM4 dor med_r; CM4 dor ant 7 DNs,70
6729443,17937991,pre-DN-VNC,no official annotation,BLVa_t ascending medial 2 left,BLVa_t ascending medial 2 right,70
17354403,12030078,DN-VNC,no official annotation,MIXED descending T left,MIXED descending T right TODO axon to VNC across gap,70
10317031,2504517,pre-DN-VNC,no official annotation,CM13 horseshoe 2 left,CM13 horseshoe 2 right,70
17827011,17654973,pre-DN-VNC,no official annotation,BLP12 hook 7 left; ASB Handover,BLP12 hook 7 right,70
17352824,13137623,pre-DN-VNC,no official annotation,DPlal Small 1 left,DPlal Small 1 right,70
17729347,20479904,pre-DN-VNC,no official annotation,BLP12 hook 2 left,BLP12 hook 2 right,70
16937799,17654991,pre-DN-VNC,PL-16,BLP12 bilateral horseshoe 1 left,BLP12 bilateral horseshoe 1 right,70
20379247,17658602,pre-DN-VNC,no official annotation,BLP12 bilateral horseshoe 3 left,BLP12 bilateral horseshoe 3 right,70
16544712,5730322,pre-DN-VNC,no official annotation,BAmv12 fork left),BAmv12 fork right,70
17732346,17378648,DN-VNC,no official annotation,DPMl12_post descending left,DPMl12_post descending right,70
8723983,16115255,DN-VNC,no official annotation,CM13 descending left,CM13 descending right; neuron 16115256 down_oct; CM13 lat 13,70
17746794,18720819,other,no official annotation,UNK horseshoe 2 left,UNK horseshoe 2 right,70
19091995,18302931,pre-DN-VNC,no official annotation,UNK horseshoe 3 left,UNK horseshoe 3 right,70
20316708,19167389,pre-DN-VNC,no official annotation,UNK horseshoe ventral left,UNK horseshoe ventral right,70
10358617,17298108,other,no official annotation,CM13 med 10? left,CM13 med 10 right,70
12420377,13242252,pre-DN-VNC,no official annotation,MIXED looper left,MIXED looper right,70
8142831,17655000,pre-DN-VNC,PL-15,BLP12 bilateral horseshoe 2 left,BLP12 bilateral horseshoe 2 right,70
10355356,5898284,pre-DN-VNC,no official annotation,CMb 3 varic around loVP; CM13 med 7 left,CMb 3 varic around loVP; CM13 med 7 right,70
17732334,16347786,DN-VNC,no official annotation,DPMl descending ipsi left,DPMl descending ipsi right,70
14638686,11891098,pre-DN-VNC,no official annotation,BAla34 bilateral 4 left,BAla34 bilateral 4 right (defect?),70
16693923,17654967,pre-DN-VNC,no official annotation,BLP12 hook 1 left,BLP12 hook 1 right -missing dendrite,70
17360266,14755393,pre-DN-VNC,no official annotation,DALv1 contralateral 4 left,DALv1 contralateral 4 right,71
4901087,18133444,pre-DN-VNC,no official annotation,DAMv12 Mandible 1 left,DAMv12 Mandible 1 right,71
18035063,17937986,pre-DN-VNC,no official annotation,BLVp1 bilateral 4 left,BLVp1 bilateral 4 right,71
17359501,13763548,DN-VNC,no official annotation,BAmd descending left,BAmd descending right,71
18023286,9753494,pre-DN-VNC,no official annotation,CM13 bilateral 2 left,CM13 bilateral 2 right; ASB Baba Yaga 9753494,71
17728922,9234420,DN-SEZ,no official annotation,BLAv12 ring-like left,BLAv12 ring-like right,71
14723506,17850822,pre-DN-SEZ,no official annotation,BAlp4 ascending 4 left,BAlp4 ascending 4 right,71
16686371,15431795,other,no official annotation,SLS_left,SLS_right (CP23 v 5),71
16676038,13645610,DN-SEZ,no official annotation,DPMl Skis left,DPMl Skis right,71
19298644,17537254,DN-VNC,no official annotation,CM4 cen ant 1 left,CM4 cen ant 1 right,71
6572414,13081886,DN-VNC,no official annotation,PVM21?_left (= Pre-goro15) (Munin PC Output (lower confidence branch)),ASB Orca right 3081887 PVM21?; CM4 dor ant 13 DNs,71
14655602,15672269,pre-DN-VNC,no official annotation,DPML1_l,DPML1_r,71
13818467,17813001,pre-DN-SEZ,no official annotation,DPMl12 loopy left,DPMl12 loopy right,71
5745929,16617920,pre-DN-VNC,no official annotation,BR ; Left posterior contralateral,BR ; Right,71
3945136,13948718,pre-DN-VNC,no official annotation,DAMv12 Mandible 2 left,DAMv12 Mandible 2 right,71
13749806,14034206,DN-VNC,no official annotation,telegoro-2 left; Txx_t1r,telegoro-2 right; (ipsigoro lineage),71
14586769,19048289,pre-DN-VNC,no official annotation,BAla34 brush left ,BAla34 brush right,71
10760217,2669331,other,no official annotation,DPMpm1 horseshoe left,DPMpm1 horseshoe right,71
14270761,9103710,other,no official annotation,BLVp1 bilateral 1 left; LH bilateral axon 7_mediates ascend,BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6,71
8809171,18187865,other,no official annotation,lasso-top 3 left,lasso-top 3 right,71
10766722,16450562,other,no official annotation,DPMpm2 small arc left,DPMpm2 small arc right,71
9351843,17990556,pre-DN-SEZ,no official annotation,DPLam ASB Mackerel left,DPLam ASB Mackerel right,71
16361363,13953184,pre-DN-SEZ,no official annotation,DAMd23 bilateral left,DAMd23 bilateral right; no loSM branch,71
16434560,17328580,pre-DN-SEZ,no official annotation,BAla34 bilateral 2 left,BAla34 bilateral 2 right,71
12195879,20443598,PN-somato,noci 2nd_order PN,Tel-like 8 left,Tel-like 8 right; CP23 v 8,71
19298625,16154290,DN-VNC,no official annotation,Downstream of mPN iACT A1 18067335 left,CM4 ven pos 2 right,71
16422727,20443571,pre-DN-VNC,no official annotation,BLP34 descending 6 left,BLP34 descending 6 right,71
10449035,17658948,pre-DN-VNC,no official annotation,CP crossover left,CP crossover right,71
17729973,10870424,pre-DN-VNC,no official annotation,CPd contralateral 1 left,CPd contralateral 1 right; CP4 5,71
1961182,9177218,pre-DN-VNC,no official annotation,CPf contralateral 3 left,CPf contralateral 3 right,71
11217208,5993001,DN-SEZ,no official annotation,DPMl a 1 DPPT descending left,DPMl a 1 DPPT descending right,71
18501001,1805669,pre-DN-VNC,no official annotation,BLP34 descending 3 left,BLP34 descending 3 right,71
7130033,5996485,DN-SEZ,no official annotation,Brain into VNC,DPMpl lat 2 loSM,71
11027071,3010486,pre-DN-VNC,no official annotation,AF0: neuron left,AF0: neuron right,71
18099401,5975584,other,no official annotation,CM4-dm bilateral descending left,CM4-dm bilateral descending right; DPMpm c 2 loSM; CM4 dor pos 7,71
4188290,5010581,DN-VNC,no official annotation,EH left,EH right,71
15514582,8826198,PN-somato,noci 2nd_order PN,CPf Lever Puller left,CPf Lever Puller right,71
12279941,17328632,pre-DN-SEZ,no official annotation,BLAl_I-X 3 left,BLAl_I-X 3 right,71
10568310,2667980,other,no official annotation,DPMm1 horseshoe 2 left,DPMm1 horseshoe 2 right,71
19268007,13411394,other,no official annotation,DPMm1 horseshoe 1 left,DPMm1 horseshoe 1 right; DPMm1 FB2_right,71
17087885,17324711,DN-SEZ,no official annotation,DNs-1_left,DNs-1_right,71
11009492,17304269,DN-SEZ,no official annotation,DPMpl12 tall 1 left,DPMpl12 tall 1 right,71
8070872,12422147,pre-DN-SEZ,no official annotation,UNK horseshoe 3 upper left; LNM_downstream_16.05,UNK horseshoe 3 upper right,71
1980134,7982307,DN-VNC,no official annotation,CPf descending ipsilateral-like left,CPf descending ipsilateral-like right,71
14522404,13774384,ascending,proprio,NB5-2 lineage 6 (HMD X?)_a1l,NB5-2 lineage 6 (HMD X?)_a1r,72
15315491,15556861,ascending,proprio,A10i2?_a1l Chair-5-like?,A10i2?_a1r Chair-5-like?,72
17574013,9085808,pre-DN-VNC,no official annotation,UNK brancher 7 left - missing dendrite,UNK brancher 7 right,72
17109286,6653450,pre-DN-SEZ,no official annotation,DALcl12 r vv 6,DALcl12 l vv 6,72
8814524,17340973,PN-somato,proprio 2nd_order PN,DPM long neck left,DPM long neck right,72
10792336,5163599,other,no official annotation,DPMpm1 FB3?_left,DPMpm1 FB3?_right,72
17110024,9037152,PN-somato,PL-3; proprio 2nd_order PN,DALcl12 r vv 8 = 1 or 5,DALcl12 vv 5,72
17110189,6182848,PN-somato,proprio 2nd_order PN,DALcl12 vv 1 left,DALcl12 vv 1 right,72
18597845,15553218,other,no official annotation,DALcm12 horseshoe left; DALcm12 L m ant med 15,DALcm12 horseshoe right; DALcm12 v e 23,72
12998937,14938436,ascending,proprio,A10i2?_a1l Chair-5? ,A10i2?_a1r Chair-5?,72
19881737,2505266,PN-somato,proprio 2nd_order PN,CP contralateral left,CP contralateral right; helper-gap neuron down_oct,72
17975547,15018449,pre-DN-VNC,no official annotation,UNK crinkled left,UNK crinkled right,72
12551020,14756061,pre-DN-VNC,no official annotation,DALv1_PB3_left,DALv1_PB3_right,73
11348509,3765735,pre-DN-VNC,no official annotation,BLAl horseshoe neuron left,BLAl horseshoe neuron right,73
17176767,17176781,LN,FB2N-18,bilateral-3 L,bilateral-3 R,73
10281116,10351681,MB-FFN,FFN-24,neuron 10281117,Horns_right,73
16415910,9116228,pre-DN-VNC,no official annotation,WQ_left,WQ_right,73
16848587,14753815,pre-DN-VNC,no official annotation,SLQ1_left,SLQ1_right,73
9424902,3027876,DN-SEZ,no official annotation,Tomato Vine 2_left,Tomato Vine 2_right,73
6591182,6597872,LN,FB2N-11,bilateral L,bilateral R,73
3945756,8566140,pre-DN-VNC,no official annotation,DPMm1 3 (Output of Munin)_left,DPMm1 3 (Output of Munin)_right,73
3945246,19271710,LN,FB2N-6,AS ; Left DAL neuron L,AS ; Right DAL neuron R,73
10872426,8572353,pre-DN-VNC,no official annotation,VB: DPMm1 4_left,VB: DPMm1 4_right,73
3944626,16195633,DN-SEZ,no official annotation,DPMpm1 bushy descending left,DPMpm1 bushy descending right,73
8993049,17867309,pre-DN-SEZ,no official annotation,CZ_left,CZ_right,74
11525714,12805363,MBIN,OAN-g1,MBE22 left,MBE22 right,74
12587013,9015568,LHN,CN-39,scythe left,scythe right,74
11871574,11102156,CN,no official annotation,BM : BALp neuron_left,BM : BALp neuron_right,74
14260575,16987409,MB-FBN,FAN-9,DPMpl lat 4 loSMpl_left,DPMpl lat 4 loSMpl_right,74
14493841,11361875,PN-somato,FFN-27; noci 2nd_order PN,neuron 14493842,DPMpm a 1 MEF comm,74
13743125,17854345,MB-FBN,CN-31; FBN-26; noci 2nd_order PN,ASB B1 left,ASB B1 right,74
14329745,19786464,CN,no official annotation,BP 1 ; Left,BP 1 ; Right,74
16026677,14495367,CN,no official annotation,BP_left,BP_right,74
6298455,6193472,pre-DN-VNC,no official annotation,AA: DALcl12 d_left,AA: DALcl12 d_right,74
10758204,2650887,pre-DN-VNC,no official annotation,CA ; DPMpm1 1_left,CA ; DPMpm1 1_right,74
16342197,12031406,pre-DN-VNC,no official annotation,DPLc4_5_left (PB to LAL),DPLc4_5_right (PB to LAL),74
1646076,10276161,pre-DN-VNC,no official annotation,DALd_l  3,DALd_r 10 10276162 - JL,74
16445338,16350988,pre-DN-VNC,no official annotation,IK; Loopy_left,IK; Loopy_right,74
4274518,19156025,pre-DN-VNC,no official annotation,Brain looper left,Brain looper right,74
16464284,8184598,CN,no official annotation,BI ; NI_left,BI ; NI_right,74
15510288,6300434,MB-FFN,FFN-7,DALcl12 L d 3 left,DALcl12 d 3 neuron 6300435 right,75
14313750,11889676,MB-FBN,CN-12; FBN-8,E ; BAMD PN_left,E ; BAMD PN_right,75
12424940,5971400,other,no official annotation,DS of Headphones left; CP23 d 6,DS of Headphones right; CP23 d 6,75
12398622,4103336,MB-FBN,FB2N-7,"MBON-F-V8;14+4 cell body close to other relays the other side, left ","MBON-F-V8;14+4 cell body close to other relays, right",75
12262910,5738449,MB-FBN,CN-38; FAN-6,W_left,W_right,75
16160495,8814922,MB-FBN,FB2N-16,2+5 BLAd ant lat 1_left,BLAd ant lat 1_right,75
2966602,12704069,MB-FBN,CN-21; FBN-4,K ; DPLam med _left,K ; DPLam med _right,75
7026287,7980369,MB-FBN,FBN-23,BN ; DALcm12 L m ant lat 3_left,BN ; DALcm12 L m ant lat 3_right,75
7053966,4214582,CN,no official annotation,Y ; DALcm12 L m ant lat 2_left,Y ; DALcm12 L m ant lat 2_right,75
18062678,7065182,LN,CN-20,F ; Convergence Sibling-2_left; DALcm12 m ant lat 11_left,F ; Convergence Sibling-2_right; DALcm12 m ant lat 11_right,75
9527522,14083681,MB-FBN,CN-19; FBN-9,X ; F1 pair; DALcm12 L m ant lat 9_left,X ; F1 pair; DALcm12 L m ant lat 9_right,75
8118947,14077615,MB-FBN,FBN-16,D ; Feedback neuron from nociceptive_left,D ; Feedback neuron from nociceptive_right,75
11018254,15480928,MB-FBN,CN-13; FBN-6,G ; 4th order Thermo (Stops Halfway); DALcm12 L m ant lat 10_left,G ; 4th order Thermo (Stops Halfway); DALcm12 L m ant lat 10_right,75
9083312,14077179,MB-FBN,FB2N-2,MBE34-like_left; Left Handlebar?,MBE34-like_right; Right Handlebar?_TODO,76
9057998,14214039,CN,no official annotation,S ; Convergence Sibling AB Left; DALcm12 L m ant lat 2_left,S ; Convergence Sibling AB Right; DALcm12 m ant lat 2_right,76
14071449,13953546,CN,no official annotation,Crab Arm DAMd23_left,Crab Arm DAMd23_right,76
14071613,4411542,CN,CN-22,T1 ; DALcl12 d 4_left,T1 ; DALcl12 d 4_right,76
14133114,17166682,LHN,no official annotation,down_pvl09_left,down_pvl09_right,76
15594113,15590555,pre-DN-SEZ,no official annotation,CE ; NI_left,CE ; NI_right,76
10323628,8370111,PN,respiratory 2nd_order PN,Pre-ipsigoro-2_left,Pre-ipsigoro-2_right,76
9051960,17813006,CN,no official annotation,AD ; DALcm12 m ant lat 7_left,AD ; DALcm12 m ant lat 7_right,76
16385470,18098174,MB-FFN,FFN-23,Tel-ipsigoro_left,Tel-ipsigoro_right?,76
8540770,15488316,MB-FBN,FB2N-8,BAmd1 v 2 right,contralateral in brain like A01 left,76
17334530,no pair,other,no official annotation,DLPc_post_med-1_left; confirmed nonpaired,no pair,77
17360282,14754777,pre-DN-VNC,no official annotation,DALv1_PB1_left,DALv1_PB1_right,77
16978882,14127447,MB-FFN,FFN-15,Major upstream of 4g_left,Major upstream of 4g_right,77
15522152,15548844,DN-VNC,no official annotation,DALcm12_v_p_11_left,DALcm12_v_p_11(22)_right TODO lateral large dendrite,77
19017386,8127390,pre-DN-VNC,no official annotation,down_oct1_left,down_oct1_right,77
17176808,17176819,MB-FFN,FFN-6,Same Line as Looping left ,To finish with Soma right,77
14617508,14680483,pre-DN-VNC,CN-34,GH_left,GH_right,77
16444544,8981761,LHN,no official annotation,DPLc_post_med-2_left,DPLc_post_med-2_right; offPVL09d_right; DPLc,77
10596949,13411445,pre-DN-VNC,no official annotation,DPMm1_2 left ipsi cross-layer CC,DPMm1_2 right ipsi cross-layer CC,77
16445073,15481779,pre-DN-VNC,no official annotation,offPVL09d_left; DPLc,DPLc_post_med-1_right,77
1679034,14374534,pre-DN-VNC,no official annotation,UNK brain ascending left,UNK brain ascending right,78
20151537,12474815,pre-DN-VNC,no official annotation,CPf contralateral 2 left,CPf contralateral 2 right,78
18111410,4876839,pre-DN-VNC,no official annotation,BLAv1_3_left,BLAv1_3_right (DALcl n1)?,78
10017944,16913476,pre-DN-VNC,no official annotation,WI; CM4 dor ant 10 to LAL_left,WI; CM4 dor ant 10 to LAL_right,78
15524629,15736398,other,no official annotation,BK1;DALcl12 v d 20_left,BK: DALcl12 v d 19_right,78
15468308,17330632,CN,no official annotation,To Complete with soma left,To Complete with soma right,78
15055590,14492880,pre-DN-VNC,no official annotation,DPMl stick left,DPMl stick right,78
14621584,17355864,pre-DN-VNC,no official annotation,BAla34 bilateral 3 left,BAla34 bilateral 3 right,78
8357933,13764822,DN-SEZ,no official annotation,BT; BAmd2 ven desc lat 5_left,BSD; BAmd2 ven desc lat 5_right,78
14492757,14656798,pre-DN-VNC,no official annotation,BAlp1_left,BAlp1_right,78
15722990,9604434,pre-DN-VNC,no official annotation,UNK brancher 2 left,UNK brancher 2 right,78
16340977,18232369,DN-SEZ,no official annotation,Dorsal contralateral 1 left,Dorsal contralateral 1 right,78
16340998,8007556,MB-FFN,FFN-25,oct1_left,oct1_right,78
16541149,10079731,PN-somato,noci 2nd_order PN,BLAv12 ipsi 1 left,BLAv12 ipsi 1 right,78
15612283,8912726,other,no official annotation,BK: DALcl12 v d 19_left,BK1;DALcl12 v d 20_right,78
16851791,16340461,pre-DN-VNC,no official annotation,DPMl12a_left,DPMl12a_right,78
9384504,5935744,pre-DN-VNC,no official annotation,CM4 l MEF comm; CM4 dor ant 9 to LAL left,CM4 l MEF comm; CM4 dor ant 9 to LAL right,78
9480916,9077224,pre-DN-VNC,no official annotation,ni contralateral 3 left,ni contralateral 3 right,78
16931001,8709865,pre-DN-VNC,no official annotation,BLAv12_ant descending 1 left,BLAv12_ant descending 1 right,78
17067625,16340011,pre-DN-VNC,no official annotation,DPMl anterior hook left,DPMl anterior hook right,78
10581624,13564607,pre-DN-VNC,no official annotation,DPMm1_1_left - ipsi cross-layer CC,DPMm1_1_right - ipsi cross-layer CC,78
10234576,19090042,pre-DN-VNC,no official annotation,CM13 hook 4 left,CM13 hook 4 right,78
10229852,16347283,PN-somato,noci 2nd_order PN,CM13 lat 14 left,CM13 lat 14 right,78
17728695,10367190,pre-DN-VNC,no official annotation,BAlp_ant ascending left,BAlp_ant ascending right,78
9239759,9034378,pre-DN-VNC,no official annotation,ni contralateral 4 left,ni contralateral 4 right,78
15623649,20443457,PN,FB2N-12; gustatory-pharyngeal 2nd_order PN,Mickey Mouse_left,Mickey Mouse_right; BLP12 b 2,79
17300165,9848760,MB-FBN,FAN-5,AR ; Putative MBE; CP4 1_left,AR ; Putative MBE; CP4 1_right,79
15770140,12049797,other,no official annotation,neuron 15770141 left,To Finish with Soma; CP23 d 15 right,79
18035864,4411688,MB-FBN,FB2N-3,neuron 18035865 left,M_right,79
8864785,4617479,MB-FBN,FBN-7,N_left,N_right,79
14158399,17784367,MB-FBN,FB2N-21,AF12: CP23 d 1_left,EX 2 ; Right (?),79
14073503,5669107,CN,no official annotation,L ; DALcm12 m lat 4_left,L ; DALcm12 m lat 4_right,79
12789813,16405545,CN,no official annotation,Tomato Vine_left,Tomato Vine_right,79
15588620,7594047,MB-FBN,FBN-5,BF ; F3 pair; CP4 2_left,BF ; F3 pair; CP4 2_right,79
16435325,8995807,PN,gustatory-external 2nd_order PN,BAla34 ascending 4 left,BAla34 ascending 4 right,80
16950097,4847079,pre-DN-VNC,no official annotation,DALcm?_l  16,DALcm12 v p 25,80
12199095,17435678,MB-FFN,FFN-35,"neuron 12199096 upstr sog, oct left",HAS SOMA Neuron 17435679 right NL,80
16547268,15732485,pre-DN-SEZ,no official annotation,BAmv12 looper 1 left,BAmv12 looper 1 right,80
16444754,9072560,other,no official annotation,ni contralateral 2 left,ni contralateral 2 right,80
17000062,17755491,pre-DN-VNC,no official annotation,pacman? left,pacman right,80
5902352,5936935,pre-DN-VNC,no official annotation,CM4 horseshoe left,CM4 horseshoe right; DPMpl3 a 3 MEF CPMneuron 5936936,80
7005145,7590264,DN-VNC,no official annotation,CP descending contralateral 2 left,CP descending contralateral 2 right,80
15897280,2669844,DN-VNC,no official annotation,Horseshoe deviant left,Horseshoe deviant right,80
14342744,15618614,CN,no official annotation,Tidal wave left,Tidal wave right,80
14579509,13835439,pre-DN-VNC,no official annotation,fishing_rod_left,fishing_rod_right,80
9062992,8792477,MB-FBN,FBN-21,BL1 ; CM13 lat 1_left,BL1 ; CM13 lat 1_right,81
9238937,9103732,MB-FBN,FAN-10,DA_left,DA_right,81
19175973,4227831,other,no official annotation,AC ; DALcm12 m ant med 1_left,AC ; DALcm12 m ant med 1_right,81
11003551,17913199,PN-somato,noci 2nd_order PN,HAS SOMA Neuron 11003552 left,ASB TODO 17913200 right,81
9965610,8132513,other,PL-10,BX ; CM4 dor pos 1_left,BX ; CM4 dor pos 1_right,81
9064208,5934511,MB-FBN,FBN-19,BL ; CM13 med 4_left,BL ; CM13 med 4_right,81
18500988,14334367,pre-DN-SEZ,no official annotation,BQ 1 ; DPMl12 ant 1_left,BQ 1 ; DPMl12 ant 1_right ,81
4408397,4199033,MB-FBN,FAN-8,NK_left,NK_right,81
17276867,6611100,CN,CN-41,H ; DALcm r v ant med_left,H ; DALcm r v ant med_right,81
17177005,8019816,MB-FBN,FB2N-5,BL 2 : Left,BL 2 ; Right; CM13 med 1,81
11600886,7980189,CN,CN-24,T ; Convergence; DALcm12 m ant lat 3_left,T ; Convergence; DALcm12 m ant lat 3_right,82
11017761,16178283,MBON,MBON-p1; CN-61,MBE26 left,MBE26 right,82
15741865,6290724,MB-FBN,CN-32; FBN-10,C ; DALcl12 L d 2_left,C ; DALcl12 L d 2_right,82
9141404,16691937,MB-FBN,CN-37; FBN-2,A ; 4th order Thermo_left,A ; 4th order Thermo_right,82
14000746,16699958,MB-FBN,CN-33; FAN-7,U ; Convergence Sibling; DALcm12 m ant lat 12_left,U ; Convergence Sibling; DALcm12 m ant lat 12_right,82
17016974,4022539,MBON,MBON-m1; CN-62,MBE20 left,MBE20 right,82
3046503,2355126,RGN,no official annotation,IPC 7 left,IPC 7 right,83
4523803,13793212,RGN,no official annotation,DMS 2 left,DMS 2 right,83
12634154,2357110,RGN,no official annotation,IPC pair 1; IPC 3 left,IPC pair 1; IPC 6 right,83
13744425,2340336,sensory,enteric,AN-L-Sens-B1-ACa-02,AN-R-Sens-B1-ACa-02,83
2284021,2456826,sensory,enteric,AN-L-Sens-B1-ACa-01,AN-R-Sens-B1-ACa-01,83
17776982,6554358,DN-SEZ,no official annotation,DPMpl12 double descending left,DPMpl12 double descending right,83
6445994,3436420,DN-SEZ,no official annotation,Pre PMN left,Pre PMN right,83
4523584,2659386,RGN,no official annotation,DMS 1 left,DMS 1 right,83
6978585,5869204,RGN,no official annotation,CA-LP-2_left1,CA-LP-2_right2,83
10459723,13535380,RGN,no official annotation,IPC pair 2; IPC 2 left,IPC pair 2; IPC 1 right,83
7005184,7569260,DN-VNC,no official annotation,CP1 d 1 left,CP1 d 1 right,83
10059655,11639192,DN-SEZ,no official annotation,contra-vine 2 right,contra-vine 2 left,83
3498479,3414508,DN-SEZ,no official annotation,contra-vine right,contra-vine left,83
10329208,3561724,RGN,no official annotation,IPC pair 3; IPC 1 left,IPC pair 3; IPC 5 right,83
3281684,15202263,RGN,no official annotation,IPC pair 5; IPC 5 left,IPC pair 5; IPC 4 right,83
4453485,2283495,RGN,no official annotation,IPC pair 4; IPC 4 left,IPC pair 4; IPC 3 right,83
4506509,2852273,RGN,no official annotation,IPC pair 6; IPC 6 left,IPC pair 6; IPC 2 right,83
7335439,5500958,DN-VNC,no official annotation,Coaster (NPF) 2 left,Coaster (NPF) 2 right,83
7338309,17352470,DN-SEZ,no official annotation,DPMpl12 Brain into SEZ left,DPMpl12 Brain into SEZ? right,83
12252572,16651566,pre-DN-VNC,no official annotation,BLAv12 hook 1 left,BLAv12 hook 1 right,84
9237734,15800115,pre-DN-VNC,no official annotation,BS: ni left,BS: ni right,84
16635345,5859372,pre-DN-VNC,no official annotation,CM13 bilateral 1 left,CM13 bilateral 1 right; CM a 6; CM13 lat 6,84
20421224,17466463,pre-DN-VNC,no official annotation,CM13 hook 2 left,CM13 hook 2 right; CM13 lat 16 - Uncertain At Gap,84
16547292,15732497,pre-DN-VNC,no official annotation,BAmv12_dor loop left,BAmv12_dor loop right,84
15525711,9068346,pre-DN-VNC,no official annotation,DALcl12 vv 12 left,DALcl12 vv 12 right,84
17105842,13849274,other,no official annotation,BLAv12 hook 2 left,BLAv12 hook 2 right,84
16547252,13003574,other,no official annotation,BAmv12 spearhead left,BAmv12 spearhead right,84
17383431,9532295,pre-DN-VNC,no official annotation,BAlp_ant ascending dendrite left,BAlp_ant ascending dendrite right,84
16562142,15894278,DN-VNC,no official annotation,UNK contralateral 3 left,UNK contralateral 3 right,84
14241490,16924423,pre-DN-VNC,no official annotation,Commissure neuron left,Commissure neuron right,84
18267838,4173633,pre-DN-VNC,no official annotation,DALv23 LAL 5 left,DALv23 LAL 5 right,84
10240382,5895651,pre-DN-VNC,no official annotation,CM13 hook 3 left,CM13 hook 3 right; CMa 8 to loVP; CM13 lat 8 - Uncertain At Gap,84
18106257,17031293,PN-somato,mechano-Ch 2nd_order PN; proprio 2nd_order PN,Hydra_left,Hydra_right,84
18485293,17647621,DN-VNC,no official annotation,CM4 descending left,CM4 descending right,84
17105218,9067063,pre-DN-VNC,PL-18,DALcl12 r vv 5,DALcl12 vv 6,84
11303036,15823055,pre-DN-VNC,no official annotation,Neuron 11303037,CM4 dor ant 14,84
16992171,17356024,pre-DN-VNC,no official annotation,BAla12_34 neuron left,BAla12_34 neuron right,84
17053270,5319633,DN-VNC,no official annotation,LAL to VNC up to A6_left,LAL to VNC up to A6_right,84
16345627,16671014,pre-DN-VNC,PL-22,UNK contralateral 2 left,UNK contralateral 2 right,85
9870483,12935696,CN,PL-12,BX 1; column of protocerebral bridge_left,BZ ; CM4 dor pos 2 right,85
10921106,16388736,DN-VNC,no official annotation,CM4 contralateral descending 1 left_JMpair17,CM4 contralateral descending 1 right,85
10248031,17380319,pre-DN-VNC,no official annotation,CM13 bilateral 4 left,CM13 bilateral 4 right,85
16753901,14328512,other,PL-11,potential MB2ON-234 16753902 left,BX 1; column of protocerebral bridge_right,85
9961098,4311241,pre-DN-VNC,no official annotation,CM Contra to LAL #1; CM4 dor ant 3 to LAL left,CM4 dor med_r; CM4 dor ant 3 to LAL right,85
16545264,5164129,pre-DN-VNC,no official annotation,BAmv12 local neuron left,BAmv12 local neuron right,85
5865628,10287315,other,no official annotation,DALv1 contralateral 3 left,DALv1 contralateral 3 right; Tel-like 9?,85
10728333,13557064,DN-VNC,no official annotation,MDNa_left; pair 1 left,MDNb_right; pair 1 right,85
10728328,18464581,DN-VNC,no official annotation,MDNb_left; pair 2 left,MDNa_right; pair 2 right,85
15028907,11362589,PN-somato,proprio 2nd_order PN,DPMpl3 contralateral left TODO,DPMpl3 contralateral right; DPMpl3 4 MEF ant and comm subGC,85
10447988,16540741,pre-DN-VNC,no official annotation,CPf contralateral 1 left,CPf contralateral 1 right,85
6623089,17897230,pre-DN-VNC,no official annotation,BLAv12 ipsi 2 left,BLAv12 ipsi 2 right,85
14726012,9091922,pre-DN-VNC,no official annotation,UNK brancher 4 left - missing dendrite,UNK brancher 4 right - missing dendrite,85
18566361,16471422,pre-DN-VNC,no official annotation,BS ; Left,BS ; Right,85
14726069,5805651,pre-DN-VNC,no official annotation,BAlp_ant bilateral left,BAlp_ant bilateral right,85
17110007,6188181,pre-DN-VNC,no official annotation,BV ; Left DALcl12 r vv 7,DALcl12 vv 3 (BV ; RIGHT DALcl12 r vv 7) right,85
17108278,9051500,PN-somato,noci 2nd_order PN,BPL local 6 left,BPL local 6 right,85
14999928,4591713,pre-DN-VNC,PL-21,LAL bilateral coordination left,LAL bilateral coordination right; J. II. Posterior target neuron #2 MB PN; CM4 dor pos 9,85
12935706,16852421,pre-DN-VNC,no official annotation,BAlp_ant bilateral 2 left,BAlp_ant bilateral 2 right,85
4966994,16578252,pre-DN-VNC,PL-23,CM13 bilateral 3 left,CM13 bilateral 3 right; CM13 lat 19,85
11625573,18545747,pre-DN-VNC,no official annotation,HAS SOMAL neuron 11625574,I. III. Posterior target neuron #2 MB PN; CM13 med 8,85
9594273,16934932,pre-DN-VNC,PL-20,UNK contralateral 1 left,UNK contralateral 1 right,85
9612903,17535542,pre-DN-SEZ,no official annotation,DALv contra #1 neuron 9612904 left,BW ; Right DALc12 vv 2,85
9235545,17435815,pre-DN-VNC,no official annotation,ni contralateral 1 left,ni contralateral 1 right,85
13714311,8710444,pre-DN-VNC,no official annotation,BLAv1_2_left,BLAv1_2_right,85
9714476,16709072,pre-DN-VNC,no official annotation,BAmd1 contralateral 1 left,BAmd1 contralateral 1 right,85
